,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,12089,491302404,더데오름,상예동구간, ,0.13,쉬움,2,2, , , , , ,2016-12-31,491302404
1,1,12090,491302404,더데오름,상예동구간, ,0.09,쉬움,2,1, , , , , ,2016-12-31,491302404
2,2,12091,491302404,더데오름,상예동구간, ,0.08,쉬움,1,1, , , , , ,2016-12-31,491302404
