,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,7411,467100501,금산,동산리구간, ,0.16,쉬움,3,2, , , , , ,2016-12-31,467100501
1,1,7412,467100501,금산,동산리구간, ,1.39,쉬움,25,17, , , , , ,2016-12-31,467100501
2,2,7413,467100501,금산,금산리구간, ,0.63,쉬움,11,8, , , , , ,2016-12-31,467100501
3,3,7414,467100501,금산,금산리구간, ,0.57,쉬움,10,7, , , , , ,2016-12-31,467100501
4,4,7415,467100501,금산,동산리구간, ,0.34,쉬움,6,4, , , , , ,2016-12-31,467100501
