,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,10104,481101004,내포리야산,내포리구간, ,0.52,쉬움,9,6, , , , , ,2016-12-31,481250201
1,1,10105,481101004,내포리야산,내포리구간, ,0.39,쉬움,7,5, , , , , ,2016-12-31,481250201
2,2,10106,481101004,내포리야산,내포리구간, ,0.56,쉬움,10,7, , , , , ,2016-12-31,481250201
3,3,10107,481101004,내포리야산,내포리구간, ,0.44,쉬움,8,5, , , , , ,2016-12-31,481250201
4,4,10108,481101004,내포리야산,내포리구간, ,0.15,중간,3,2, , , , , ,2016-12-31,481250201
5,5,10109,481101004,내포리야산, , ,0.58,쉬움,10,7, , , , , ,2016-12-31,481250201
6,6,10110,481101004,내포리야산,수정리구간, ,0.88,쉬움,22,15, , , , , ,2016-12-31,481250201
7,7,10111,481101004,내포리야산,내포리구간, ,0.32,쉬움,6,4, , , , , ,2016-12-31,481250201
8,8,10112,481101004,내포리야산, , ,0.73,쉬움,13,9, , , , , ,2016-12-31,481250201
9,9,10113,481101004,내포리야산,수정리구간, ,0.17,쉬움,3,2, , , , , ,2016-12-31,481250201
