,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,8892,469100103,김대중모실길,어은리구간, ,0.11,쉬움,2,1, , , , , ,2016-12-31,469100103
1,1,8893,469100103,김대중모실길,어은리구간, ,0.42,쉬움,7,5, , , , , ,2016-12-31,469100103
2,2,8894,469100103,김대중모실길,오림리구간, ,4.99,쉬움,88,62, , , , , ,2016-12-31,469100103
3,3,8895,469100103,김대중모실길,어은리구간, ,1.22,쉬움,22,15, , , , , ,2016-12-31,469100103
4,4,8896,469100103,김대중모실길,어은리구간, ,0.85,쉬움,15,11, , , , , ,2016-12-31,469100103
