,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,12497,287101801,덕정산,양도면인산리-양도면길정리구간, ,4.75,쉬움,84,59,토사, , ,군사격장, ,2016-12-31,287101801
1,1,12498,287101801,덕정산,양도면인산리-양도면길정리구간, ,1.71,쉬움,30,21,토사, , ,군사격장, ,2016-12-31,287101801
2,2,12499,287101801,덕정산,양도면인산리-양도면길정리구간, ,1.72,쉬움,30,21,토사, , ,군사격장, ,2016-12-31,287101801
3,3,12500,287101801,덕정산,양도면인산리-양도면길정리구간, ,0.74,쉬움,13,9,토사, , ,군사격장, ,2016-12-31,287101801
4,4,12501,287101801,덕정산,양도면인산리-양도면길정리구간, ,0.42,쉬움,7,5,토사, , ,군사격장, ,2016-12-31,287101801
