,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,24370,477704104,본신마을,본신리구간, ,3.28,쉬움,58,41, , , , , ,2016-12-31,477704104
1,1,24371,477704104,본신마을,신원리구간, ,1.15,쉬움,20,14, , , , , ,2016-12-31,477704104
2,2,24372,477704104,본신마을,신원리구간, ,0.41,쉬움,7,5, , , , , ,2016-12-31,477704104
