,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,23111,302001601,보덕봉,구룡동구간, ,0.78,쉬움,15,10, , , , , ,2016-12-31,302001601
1,1,23112,302001601,보덕봉,송강동구간, ,0.21,쉬움,4,3, , , , , ,2016-12-31,302001601
2,2,23113,302001601,보덕봉,봉산동구간, ,0.54,쉬움,10,7, , , , , ,2016-12-31,302001601
3,3,23114,302001601,보덕봉,송강동구간, ,0.02,쉬움,1,0, , , , , ,2016-12-31,302001601
4,4,23115,302001601,보덕봉,송강동구간, ,0.16,쉬움,3,2, , , , , ,2016-12-31,302001601
5,5,23116,302001601,보덕봉,송강동구간, ,0.23,쉬움,4,3, , , , , ,2016-12-31,302001601
6,6,23117,302001601,보덕봉,덕진동구간, ,0.51,쉬움,9,6, , , , , ,2016-12-31,302001601
7,7,23118,302001601,보덕봉,송강동구간, ,0.06,쉬움,1,1, , , , , ,2016-12-31,302001601
8,8,23119,302001601,보덕봉,봉산동구간, ,0.18,쉬움,3,2, , , , , ,2016-12-31,302001601
9,9,23120,302001601,보덕봉,덕진동구간, ,0.13,쉬움,2,2, , , , , ,2016-12-31,302001601
10,10,23121,302001601,보덕봉,덕진동구간, ,0.1,쉬움,2,1, , , , , ,2016-12-31,302001601
11,11,23122,302001601,보덕봉,송강동구간, ,0.41,쉬움,7,5, , , , , ,2016-12-31,302001601
12,12,23123,302001601,보덕봉,송강동구간, ,0.23,쉬움,4,3, , , , , ,2016-12-31,302001601
13,13,23124,302001601,보덕봉,송강동구간, ,0.33,쉬움,6,4, , , , , ,2016-12-31,302001601
14,14,23125,302001601,보덕봉,봉산동구간, ,0.3,쉬움,5,4, , , , , ,2016-12-31,302001601
15,15,23126,302001601,보덕봉,덕진동구간, ,0.23,쉬움,4,3, , , , , ,2016-12-31,302001601
16,16,23127,302001601,보덕봉,덕진동구간, ,0.04,쉬움,1,0, , , , , ,2016-12-31,302001601
17,17,23128,302001601,보덕봉,덕진동구간, ,0.12,쉬움,2,1, , , , , ,2016-12-31,302001601
18,18,23129,302001601,보덕봉,송강동구간, ,0.87,쉬움,15,11, , , , , ,2016-12-31,302001601
19,19,23130,302001601,보덕봉,송강동구간, ,0.09,쉬움,2,1, , , , , ,2016-12-31,302001601
20,20,23131,302001601,보덕봉,송강동구간, ,0.71,쉬움,13,9, , , , , ,2016-12-31,302001601
21,21,23132,302001601,보덕봉,송강동구간, ,0.55,쉬움,10,7, , , , , ,2016-12-31,302001601
22,22,23133,302001601,보덕봉,덕진동구간, ,0.19,쉬움,3,2, , , , , ,2016-12-31,302001601
