,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,5152,422309001,광진산,정상동구간, ,0.55,쉬움,10,7, , , , , ,2016-12-31,422300601
1,1,5153,422309001,광진산,정상동구간, ,0.54,쉬움,10,7, , , , , ,2016-12-31,422300601
2,2,5154,422309001,광진산, , ,0.01,쉬움,1,0, , , , , ,2016-12-31,422300601
3,3,5155,422309001,광진산,정하동구간, ,0.19,쉬움,3,2, , , , , ,2016-12-31,422300601
4,4,5156,422309001,광진산, , ,0.87,쉬움,15,11, , , , , ,2016-12-31,422300601
5,5,5157,422309001,광진산,교동구간, ,0.24,쉬움,4,3, , , , , ,2016-12-31,422300601
6,6,5158,422309001,광진산,교동구간, ,0.4,쉬움,7,5, , , , , ,2016-12-31,422300601
7,7,5159,422309001,광진산,교동구간, ,0.3,쉬움,5,4, , , , , ,2016-12-31,422300601
8,8,5160,422309001,광진산, , ,0.63,쉬움,11,8, , , , , ,2016-12-31,422300601
9,9,5161,422309001,광진산, , ,0.11,쉬움,2,1, , , , , ,2016-12-31,422300601
10,10,5162,422309001,광진산,교동구간, ,0.32,쉬움,6,4, , , , , ,2016-12-31,422300601
11,11,5163,422309001,광진산, , ,0.2,쉬움,4,2, , , , , ,2016-12-31,422300601
12,12,5164,422309001,광진산, , ,0.12,쉬움,2,1, , , , , ,2016-12-31,422300601
13,13,5165,422309001,광진산,교동구간, ,0.7,쉬움,12,9, , , , , ,2016-12-31,422300601
14,14,5166,422309001,광진산,교동구간, ,0.46,쉬움,8,6, , , , , ,2016-12-31,422300601
