,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,12538,421900601,덕항산,하사미동구간, ,1.83,쉬움,32,23, , , , , ,2016-12-31,421900601
1,1,12539,421900601,덕항산, , ,1.75,쉬움,31,22, , , , , ,2016-12-31,2214180500
2,2,12540,421900601,덕항산, , ,0.86,쉬움,15,11, , , , , ,2016-12-31,2214180500
3,3,12541,421900601,덕항산, , ,0.59,쉬움,10,7, , , , , ,2016-12-31,2214180500
4,4,12542,421900601,덕항산, , ,0.46,쉬움,8,6, , , , , ,2016-12-31,2214180500
5,5,12543,421900601,덕항산, , ,0.22,쉬움,4,3, , , , , ,2016-12-31,2214180500
6,6,12544,421900601,덕항산, , ,0.28,쉬움,5,3, , , , , ,2016-12-31,2214180500
7,7,12545,421900601,덕항산,대이리구간, ,0.24,쉬움,4,3, , , , , ,2016-12-31,2214180500
8,8,12546,421900601,덕항산,대이리구간, ,0.12,쉬움,2,1, , , , , ,2016-12-31,2214180500
9,9,12547,421900601,덕항산, , ,0.73,쉬움,13,9, , , , , ,2016-12-31,2214180500
10,10,12548,421900601,덕항산, , ,0.26,쉬움,5,3, , , , , ,2016-12-31,2214180500
11,11,12549,421900601,덕항산, , ,1.46,쉬움,26,18, , , , , ,2016-12-31,2214180500
12,12,12550,421900601,덕항산, , ,0.89,쉬움,16,11, , , , , ,2016-12-31,2214180500
13,13,12551,421900601,덕항산, , ,0.55,쉬움,10,7, , , , , ,2016-12-31,2214180500
14,14,12552,421900601,덕항산, , ,0.62,쉬움,11,8, , , , , ,2016-12-31,2214180500
15,15,12553,421900601,덕항산,하사미동구간, ,1.24,쉬움,22,15, , , , , ,2016-12-31,2214180500
16,16,12554,421900601,덕항산, , ,0.02,쉬움,1,0, , , , , ,2016-12-31,2214180500
17,17,12555,421900601,덕항산, , ,0.03,쉬움,1,0, , , , , ,2016-12-31,2214180500
18,18,12556,421900601,덕항산, , ,0.26,쉬움,5,3, , , , , ,2016-12-31,2214180500
19,19,12557,421900601,덕항산, , ,0.62,쉬움,11,8, , , , , ,2016-12-31,2214180500
20,20,12558,421900601,덕항산, , ,0.39,쉬움,7,5, , , , , ,2016-12-31,2214180500
21,21,12559,421900601,덕항산,대이리구간, ,1.25,쉬움,22,15, , , , , ,2016-12-31,2214180500
22,22,12560,421900601,덕항산, , ,0.41,쉬움,7,5, , , , , ,2016-12-31,2214180500
23,23,12561,421900601,덕항산, , ,0.01,쉬움,1,0, , , , , ,2016-12-31,2214180500
