,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,13482,478400701,독용산,금봉리구간, ,0.56,쉬움,11,7, , ,Y, , ,2016-12-31,478400701
1,1,13483,478400701,독용산, , ,2.2,쉬움,39,27, , ,Y, , ,2016-12-31,478400701
2,2,13484,478400701,독용산, , ,1.71,쉬움,30,21, , ,Y, , ,2016-12-31,478400701
3,3,13485,478400701,독용산, , ,0.4,쉬움,7,5, , ,Y, , ,2016-12-31,478400701
4,4,13486,478400701,독용산, , ,2.46,쉬움,43,30, , , , , ,2016-12-31,478400701
5,5,13487,478400701,독용산, , ,1.83,쉬움,32,23, , , , , ,2016-12-31,478400701
6,6,13488,478400701,독용산, , ,0.33,쉬움,6,4, , , , , ,2016-12-31,478400701
7,7,13489,478400701,독용산,봉두리구간, ,0.43,쉬움,8,5, , , , , ,2016-12-31,478400701
8,8,13490,478400701,독용산, , ,0.17,쉬움,3,2, , , , , ,2016-12-31,478400701
9,9,13491,478400701,독용산, , ,0.2,쉬움,4,2, , , , , ,2016-12-31,478400701
