,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,9307,478200104,남북종주,청도군운문면-상북면상문산구간, ,16.4,쉬움,615,431,토사/암반, , , , ,2016-12-31,478200104
1,1,9308,478200104,남북종주,상북면-밀양시산내면구간, ,10.69,쉬움,401,281,토사/암반, , , , ,2016-12-31,478200104
2,2,9309,478200104,남북종주,원동면-원동면내리구간, ,39.03,쉬움,732,512,토사/암반, , , , ,2016-12-31,478200104
3,3,9310,478200104,남북종주,덕현리구간, ,0.35,쉬움,6,4, , , , , ,2016-12-31,478200104
