,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,20484,427602301,백덕산,운교리구간, ,3.93,쉬움,147,103, , , , , ,2016-12-31,2215081700
1,1,20485,427602301,백덕산,운교리구간, ,2.52,쉬움,95,66, , , , , ,2016-12-31,2215081700
2,2,20486,427602301,백덕산,운교리구간, ,2.72,쉬움,48,34, , , , , ,2016-12-31,2215081700
3,3,20487,427602301,백덕산, , ,0.66,쉬움,12,8, , , , , ,2016-12-31,2215081700
4,4,20488,427602301,백덕산, , ,2.23,쉬움,39,28, , , , , ,2016-12-31,2215081700
5,5,20489,427602301,백덕산,법흥리구간, ,0.49,쉬움,9,6, , , , , ,2016-12-31,2215081700
6,6,20490,427602301,백덕산, , ,0.3,쉬움,5,4, , , , , ,2016-12-31,2215081700
7,7,20491,427602301,백덕산,법흥리구간, ,0.26,쉬움,5,3, , , , , ,2016-12-31,427502101
8,8,20492,427602301,백덕산,운교리구간, ,1.11,쉬움,20,14, , , , , ,2016-12-31,427602301
9,9,20493,427602301,백덕산,운교리구간, ,2.2,쉬움,39,27, , , , , ,2016-12-31,2215081700
