,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,16538,272300401,명봉산,읍내동구간,양지마을~명봉산 정상,1.49,쉬움,26,18, , , , , ,2016-12-31,272300401
1,1,16539,272300401,명봉산,낙산리구간, ,2.5,쉬움,44,31, , , , , ,2016-12-31,478501301
2,2,16540,272300401,명봉산,낙산리구간, ,0.87,쉬움,15,11, , , , , ,2016-12-31,478501301
