,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,4243,448102201,관모산, , ,0.11,쉬움,2,1, , , , , ,2016-12-31,2412100102
1,1,4244,448102201,관모산, , ,0.43,쉬움,8,5, , , , , ,2016-12-31,2412100102
2,2,4245,448102201,관모산, , ,0.14,쉬움,2,2, , , , , ,2016-12-31,2412100102
3,3,4246,448102201,관모산,향천리구간, ,0.33,쉬움,6,4, , , , , ,2016-12-31,2412100102
4,4,4247,448102201,관모산,향천리구간, ,0.09,쉬움,2,1, , , , , ,2016-12-31,2412100102
5,5,4248,448102201,관모산, , ,0.13,쉬움,2,2, , , , , ,2016-12-31,2412100102
6,6,4249,448102201,관모산,관작리구간, ,0.25,쉬움,4,3, , , , , ,2016-12-31,2412100102
7,7,4250,448102201,관모산,향천리구간, ,0.25,쉬움,4,3, , , , , ,2016-12-31,2412100102
8,8,4251,448102201,관모산,신례원리구간, ,0.25,쉬움,4,3, , , , , ,2016-12-31,2412100102
9,9,4252,448102201,관모산,향천리구간, ,0.29,쉬움,5,4, , , , , ,2016-12-31,2412100102
10,10,4253,448102201,관모산, , ,0.4,쉬움,7,5, , , , , ,2016-12-31,2412100102
11,11,4254,448102201,관모산, , ,0.18,쉬움,3,2, , , , , ,2016-12-31,2412100102
12,12,4255,448102201,관모산,수철리구간, ,0.19,쉬움,3,2, , , , , ,2016-12-31,2412100102
13,13,4256,448102201,관모산,향천리구간, ,0.68,쉬움,12,8, , , , , ,2016-12-31,2412100102
14,14,4257,448102201,관모산,향천리구간, ,1.12,쉬움,20,14, , , , , ,2016-12-31,2412100102
15,15,4258,448102201,관모산, , ,0.09,쉬움,2,1, , , , , ,2016-12-31,2412100102
16,16,4259,448102201,관모산, , ,0.27,쉬움,5,3, , , , , ,2016-12-31,2412100102
17,17,4260,448102201,관모산, , ,2.59,쉬움,46,32, , , , , ,2016-12-31,2412100102
18,18,4261,448102201,관모산, , ,0.29,쉬움,5,4, , , , , ,2016-12-31,2412100102
19,19,4262,448102201,관모산, , ,0.38,쉬움,7,5, , , , , ,2016-12-31,2412100102
20,20,4263,448102201,관모산, , ,0.07,쉬움,1,1, , , , , ,2016-12-31,2412100102
21,21,4264,448102201,관모산, , ,0.15,쉬움,3,2, , , , , ,2016-12-31,2412100102
22,22,4265,448102201,관모산, , ,0.16,쉬움,3,2, , , , , ,2016-12-31,2412100102
23,23,4266,448102201,관모산, , ,0.01,쉬움,1,0, , , , , ,2016-12-31,2412100102
24,24,4267,448102201,관모산, , ,1.1,쉬움,19,14, , , , , ,2016-12-31,2412100102
25,25,4268,448102201,관모산, , ,0.81,쉬움,14,10, , , , , ,2016-12-31,2412100102
26,26,4269,448102201,관모산,향천리구간, ,0.16,쉬움,3,2, , , , , ,2016-12-31,2412100102
27,27,4270,448102201,관모산, , ,0.25,쉬움,4,3, , , , , ,2016-12-31,2412100102
28,28,4271,448102201,관모산, , ,0.26,쉬움,5,3, , , , , ,2016-12-31,2412100102
29,29,4272,448102201,관모산,수철리구간, ,0.98,쉬움,17,12, , , , , ,2016-12-31,2412100102
30,30,4273,448102201,관모산, , ,0.69,쉬움,12,9, , , , , ,2016-12-31,2412100102
31,31,4274,448102201,관모산,발연리구간, ,1.27,쉬움,22,16, , , , , ,2016-12-31,2412100102
32,32,4275,448102201,관모산,관작리구간, ,2.12,쉬움,37,26, , , , , ,2016-12-31,2412100102
33,33,4276,448102201,관모산, , ,0.01,쉬움,1,0, , , , , ,2016-12-31,2412100102
34,34,4277,448102201,관모산, , ,0.09,쉬움,2,1, , , , , ,2016-12-31,2412100102
