,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,10402,437400801,눌의산,추풍령리구간, ,2.08,쉬움,37,26, , , , , ,2016-12-31,437400801
1,1,10403,437400801,눌의산,추풍령리구간, ,0.48,쉬움,8,6, , , , , ,2016-12-31,437400801
2,2,10404,437400801,눌의산,광천리구간, ,0.18,쉬움,3,2, , , , , ,2016-12-31,437400801
3,3,10405,437400801,눌의산,추풍령리구간, ,1.31,쉬움,23,16, , , , , ,2016-12-31,437400801
4,4,10406,437400801,눌의산,광천리구간, ,0.99,쉬움,17,12, , , , , ,2016-12-31,437400801
5,5,10407,437400801,눌의산,추풍령리구간, ,1.2,쉬움,21,15, , , , , ,2016-12-31,437400801
6,6,10408,437400801,눌의산,추풍령리구간, ,0.55,쉬움,10,7, , , , , ,2016-12-31,437400801
7,7,10409,437400801,눌의산,추풍령리구간, ,0.93,쉬움,16,11, , ,Y, , ,2016-12-31,437400801
8,8,10410,437400801,눌의산,추풍령리구간, ,1.21,쉬움,21,15, , , , , ,2016-12-31,437400801
9,9,10411,437400801,눌의산,추풍령리구간, ,0.78,쉬움,14,10, , , , , ,2016-12-31,437400801
10,10,10412,437400801,눌의산,광천리구간, ,0.04,쉬움,1,0, , , , , ,2016-12-31,437400801
