,FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,0,21702,468803101,백우산,임곡동구간, ,0.62,쉬움,11,8, , , , , ,2016-12-31,468803101
1,1,21703,468803101,백우산,마령리구간, ,0.97,쉬움,17,12, , , , , ,2016-12-31,468803101
2,2,21704,468803101,백우산,임곡동구간, ,1.31,쉬움,23,16, , , , , ,2016-12-31,468803101
3,3,21705,468803101,백우산,광산동구간, ,0.78,쉬움,14,10, , , , , ,2016-12-31,468803101
4,4,21706,468803101,백우산,광산동구간, ,0.71,쉬움,13,9, , , , , ,2016-12-31,468803101
5,5,21707,468803101,백우산,광산동구간, ,3.79,쉬움,67,47, , , , , ,2016-12-31,468803101
6,6,21708,468803101,백우산,광산동구간, ,0.35,쉬움,6,4, , , , , ,2016-12-31,468803101
7,7,21709,468803101,백우산,광산동구간, ,0.37,쉬움,7,5, , , , , ,2016-12-31,468803101
8,8,21710,468803101,백우산,광산동구간, ,0.27,쉬움,5,3, , , , , ,2016-12-31,468803101
9,9,21711,468803101,백우산,마령리구간, ,1.13,쉬움,20,14, , , , , ,2016-12-31,468803101
10,10,21712,468803101,백우산,마령리구간, ,1.7,쉬움,30,21, , , , , ,2016-12-31,468803101
11,11,21713,468803101,백우산,광산동구간, ,1.34,쉬움,24,17, , , , , ,2016-12-31,468803101
12,12,21714,468803101,백우산,광산동구간, ,1.87,쉬움,33,23, , , , , ,2016-12-31,468803101
