FID,PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_UPPL,PMNTN_GODN,PMNTN_MTRQ,PMNTN_CNRL,PMNTN_CLS_,PMNTN_RISK,PMNTN_RECO,DATA_STDR_,MNTN_ID
0,53930,457403101,합미봉,명덕리구간, ,1.21,쉬움,30,21, , , , , ,2016-12-31,457403101
1,53931,457403101,합미봉,명덕리구간, ,0.72,중간,18,13, , , , , ,2016-12-31,457403101
2,53932,457403101,합미봉,명덕리구간, ,3.82,쉬움,143,100, , , , , ,2016-12-31,457403101
